args,labels
"Technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying. ",False
"If all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.",True
"A large part of the inefficiencies of vehicles is due to air resistance, a convoy of autonomous cars or trucks can drive closer and be much more efficient.",False
"Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.",True
Autonomous vehicle will ameliorate the harm  caused by car accidents.,False
"Autonomous cars will enable people who cannot otherwise drive, such as those with medical disabilities, to get around and make more things accessible for them. ",True
"A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers",False
"Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.",True
"Autonomous cars increase our free time, because instead of driving people can now work or engage in entertainment during their commute.",False
Autonomous cars can potentially communicate with one another and create a safe driving environment decreasing accidents significantly.,True
Taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver,False
"Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.",True
"Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.",False
"Autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.",True
"More testing is needed, but autonomous cars of future would lower road rage by design. Aggressive and unsafe driving is not allowed by design - just a safe drive from point A to B. ",False
"With driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.",True
"Autonomous cars will allow drivers to use their time more productively.



",False
Autonomous cars will result in less road traffic since they can coordinate with each other.,True
Autonomous cars will give people who are blind a great expansion in independence and quality of life.,False
Autonomous cars are much safer than human drivers in some situations,True
Autonomous cars will ease people and reduce traffic,False
"Autonomous cars are much safer than those driven by humans

",True
We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,False
Autonomous cars could be very beneficial for people with disabilities.,True
"A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers",False
"Autonomous cars will be safer than human driven vehicles. Additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles. ",True
Autonomous cars will give people who are blind a great expansion in independence and quality of life.,False
"More testing is needed,  but autonomous cars of future would not be distracted by a phone, take us to our destination when we are  tired, sick, under an influence or are just a bad driver.",True
"If autonomous cars were mandatory, they could prevent reckless driving.",False
Autonomous cars will not suffer from human weaknesses such as tiredness and lack of concentration,True
"More testing is needed, but autonomous cars of future would lower road rage by design. Aggressive and unsafe driving is not allowed by design - just a safe drive from point A to B. ",False
Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.,True
Autonomous cars are not less safer than auto-pilot in airplanes. ,False
90% of traffic accidents are due (at least partially) to human error. Traffic accidents are a mayor death cause. Autonomous cars will make those number drop drastically.,True
"Development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related. ",False
"Autonomous cars will allow humans to relax during commute, therefore, they are more fresh for work or enjoying family time.",True
The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.,False
"Autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.",True
Autonomous cars are not less safer than auto-pilot in airplanes. ,False
"Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.",True
"Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.",False
Autonomous vehicle systems such as automatic emergency braking  and lane keep assist have already made driving much safer. It would thus be irrational to stop development of them.,True
"Humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.",False
"Having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.",True
the autonomous car is a good idea to avoid jams,False
"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk! ",True
"Technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying. ",False
"Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).",True
"Inventions to make driving simpler and safer, for e.g., automatic transmission, are small steps towards autonomous cars that have been going on since the invention of the automobile.",False
"Autonomous vehicles can be designed to know their own limitations, whereas a study from NYU found that most human drivers rate their driving skills as above average.",True
"Development of autonomous cars boosts the development of sensing technologies, which have a positive impact on overall safer driving.",False
Autonomous cars have already demonstrated a lower risk of accidents than human drivers in real world conditions.,True
Autonomous cars will finally end our dependency on taxi drivers,False
Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.,True
"Autonomous cars are not quite ready to deploy, but they will be safer than human-driven cars.

",False
"An ""Autonomous vehicle"" has an array of sensors and processing a computing system have capabilities beyond ones of humans. The ethical components are edge cases not caused by AI but rather humans driving causing issues",True
"Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity. ",False
"Autonomous cars are safer than human drivers, they never get tired and are always alert.",True
"Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.",False
"Autonomous cars are safer than human drivers, they never get tired and are always alert.",True
"As long as human kind exist in this world, there is need for transportation, however having autonomous vehicle would let human to spend time on gaining  new skills beyond just driving. ",False
"Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.",True
are you crazy? self driving cars will increase road safety if we get it right. ,False
"Humans tend to break rules, intentionally or unintentionally. Autonomous cars will stick with the rules and will perform better on the road, leading to better order and efficiencies.",True
"The technology for driverless cars will mature over time, similarly to many other technologies we use every day.",False
Even only 5% of autonomous vehicles could have a significant impact in eliminating waste and reducing the total fuel consumption by up to 40%.,True
"We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.",False
"Driving is, by far, the MOST dangerous activity a human will do in their lifetime.  Autonomous cars can provide a safe mode of transportation and save the lives of motorists.",True
"A large part of the inefficiencies of vehicles is due to air resistance, a convoy of autonomous cars or trucks can drive closer and be much more efficient.",False
"Fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.",True
"Autonomous cars have all human beings' capabilities plus advantages like never tired, faster reaction and further detection abilities. The arguable point is unexpected emergency handling which human being also have different results among different populations.",False
"With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.",True
If all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.,False
"Driving is, by far, the MOST dangerous activity a human will do in their lifetime. Autonomous cars can provide a safe mode of transportation and save the lives of motorists.",True
Self driving cars will remove the burden of driving from people.,False
"If all cars were autonomous vehicles, traffic would flow more smoothly more of the time.",True
"An ""Autonomous vehicle"" has an array of sensors and processing a computing system have capabilities beyond ones of humans. The ethical components are edge cases not caused by AI but rather humans driving causing issues",False
"Autonomous cars will help to reduce traffic jams, accidents caused by human misjudgements and will make travelling by car more relaxing overall.",True
"The use of multiple systems that increase the safety and detection of dangerous elements and conditions can increase the safety of self-driving cars, beyond the capabilities of a driver with the use of new technology.",False
Autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.,True
I waste a lot of time on my commute every day. I wish I had an autonomous car to give me back several hours a week that I could use for other things.,False
"Autonomous cars will be more efficient, thus reducing the pollution from cars",True
If all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.,False
If all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.,True
"Thomas Edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “I have not failed. I've just found 10,000 ways that won't work.”",False
"Autonomous cars are safer than human drivers, they never get tired and are always alert.",True
"It has never been possible to stop the development of high-level technologies in a free-market society. Autonomous vehicle development will continue to have direct (safety, ease of use) benefits as well as indirect ones (AIsystemimprovements)thatwilldrivethemarket",False
"Autonomous cars will make independence possible for the elderly, and people with disabilities such as blindness.",True
"We should not stop the development of autonomous cars, but we need proper assignment of responsibility to their makers, else safety will fall short.",False
"Autonomous cars allow us to be less distracted from the traffic and congested roads. Therefore, we should promote the development of autonomous cars.",True
Autonomous vehicles to replace truckers and cab drivers will allow us to scale to a smaller number of humans making society more sustainable.,False
"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk!",True
"Autonomous cars are going to affect humanity in a good way, and IBM should be a driving force in this industry",False
"Autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.",True
"Development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related.",False
"Autonomous cars will eliminate human errors, and reduce the accident rate significantly",True
Autonomous cars are much safer than human drivers in some situations,False
"If all cars were autonomous vehicles, traffic would flow more smoothly more of the time.",True
Self driving cars will remove the burden of driving from people.,False
"Research into the development of fully autonomous vehicles will invariably produce breakthroughs in sensor technology, machine vision, and other related domains that will find application in other fields benefitting society.",True
Development of autonomous cars should not be stopped because the solutions developed can provide broader benefits even if the current view of autonomous cars proves too dangerous.,False
Autonomous cars will drive much smoother and therefor produce less pollution,True
Since we can work during our drive in an autonomous car they increase productivity and stimulate vast economic growth.,False
"Eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.",True
"With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.",False
"Autonomous cars will make independence possible for the elderly, and people with disabilities such as blindness.",True
"As long as human kind exist in this world, there is need for transportation, however having autonomous vehicle would let human to spend time on gaining new skills beyond just driving.",False
"A large part of the inefficiencies of vehicles is due to air resistance, a convoy of autonomous cars or trucks can drive closer and be much more efficient.",True
are you crazy? self driving cars will increase road safety if we get it right.,False
"Development of autonomous cars brings technologies that can be applied to current cars, making them safer and more friendly to the environment.",True
Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.,False
"Humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.",True
"Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.",False
Fully autonomous vehicle capability may reduce the incidence of impaired driving by allowing vehicle owners/operators the ability to enjoy adult beverages safely while traveling in their own vehicle if society adapts laws accordingly.,True
"I drive two hours per day at times I am sleepy, autonomous cars may well save my life.",False
the autonomous car is a good idea to avoid jams,True
We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,False
"Development of autonomous cars brings technologies that can be applied to current cars, making them safer and more friendly to the environment.",True
"Autonomous cars should not be rolled out prematurely, but development should not be stopped.",False
"Cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space.",True
Fully autonomous vehicle capability may reduce the incidence of impaired driving by allowing vehicle owners/operators the ability to enjoy adult beverages safely while traveling in their own vehicle if society adapts laws accordingly.,False
"The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.",True
Autonomous cars will bring remedy to spatial problems in cities. They will simplify car sharing such that the need for parking lots will be decreased substantially.,False
"Having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.",True
"Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.",False
Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.,True
"It has never been possible to stop the development of high-level technologies in a free-market society. Autonomous vehicle development will continue to have direct (safety, ease of use) benefits as well as indirect ones (AIsystemimprovements)thatwilldrivethemarket",False
"Development of autonomous cars boosts the development of sensing technologies, which have a positive impact on overall safer driving.",True
"As long as human kind exist in this world, there is need for transportation, however having autonomous vehicle would let human to spend time on gaining new skills beyond just driving.",False
"Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.",True
"Development can only be of benefit, there is no reason not to try and work on autonomous cars (cautiously!), even if eventually it fails",False
"Autonomous cars will be safer than human driven vehicles. Additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.",True
"Inventions to make driving simpler and safer, for e.g., automatic transmission, are small steps towards autonomous cars that have been going on since the invention of the automobile.",False
Autonomous cars could be very beneficial for people with disabilities.,True
Autonomous cars are a major advance in how people will commute in the future. The concept makes sense and their development is inevitable.,False
"Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.",True
"Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.",False
Machines are much better at obeying rules of the road and a road system with completely autonomous cars will be more safer for everyone.,True
Autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.,False
Even only 5% of autonomous vehicles could have a significant impact in eliminating waste and reducing the total fuel consumption by up to 40%.,True
"Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.",False
"Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.",True
Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.,False
Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.,True
"Lets face it, the machines are better at dealing with other machines, and machines dealing with cars are a lot better than people dealing with cars, so we need self-driving car.",False
Autonomous vehicles will respect speed limits and guarantee safety in any single moment.,True
the autonomous car is a good idea to avoid jams,False
"Autonomous cars will reduce pollution, reduce congestion and provide better value for money and transportation.",True
"Self driving cars will reduce the amount of cars on the roads; For example, families owning 2 car today will be able to manage with 1 car only.",False
Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.,True
"With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.",False
"Driving is, by far, the MOST dangerous activity a human will do in their lifetime. Autonomous cars can provide a safe mode of transportation and save the lives of motorists.",True
Autonomous cars will never make accident because of being tired or drunk,False
"Autonomous cars will eliminate human errors, and reduce the accident rate significantly",True
"I drive two hours per day at times I am sleepy, autonomous cars may well save my life.",False
Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.,True
Autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.,False
"Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.",True
"A large part of the inefficiencies of vehicles is due to air resistance, a convoy of autonomous cars or trucks can drive closer and be much more efficient.",False
"As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.",True
Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.,False
Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.,True
Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.,False
"Humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.",True
Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.,False
"Autonomous cars will be more efficient, thus reducing the pollution from cars",True
are you crazy? self driving cars will increase road safety if we get it right.,False
"Autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.",True
"Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).",False
"Much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.",True
"Autonomous cars should not be rolled out prematurely, but development should not be stopped.",False
Autonomous cars will drastically reduce number of accidents.,True
"Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.",False
"Autonomous cars will reduce the 40,000 casualties a year (in the US alone) by two orders of magnitude. Don't drive - save lives - let the computer do that for you",True
"With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.",False
"Humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.",True
"Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.",False
"The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.",True
"Drivers admitted failure to report collisions at 29%. Therefore, flipping the switch on autonomous cars would achieve 0% improvement in reported crashes - actually a 29% decrease.",False
"Research into the development of fully autonomous vehicles will invariably produce breakthroughs in sensor technology, machine vision, and other related domains that will find application in other fields benefitting society.",True
Autonomous cars will finally end our dependency on taxi drivers,False
"Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.",True
Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents,False
"Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.",True
Autonomous cars will bring remedy to spatial problems in cities. They will simplify car sharing such that the need for parking lots will be decreased substantially.,False
Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.,True
Taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver,False
"Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.",True
"Self-driving cars can have their AI technology used as in assistive mode until it proves it can outpace the safety provided by human drivers, assisting and taking over in case of emergency situations.",False
Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.,True
"The technology for driverless cars will mature over time, similarly to many other technologies we use every day.",False
90% of traffic accidents are due (at least partially) to human error. Traffic accidents are a mayor death cause. Autonomous cars will make those number drop drastically.,True
We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,False
the autonomous cars will reduce the traffic with their efficiency.,True
Autonomous cars will finally end our dependency on taxi drivers,False
"Autonomous cars are safer than human drivers, they never get tired and are always alert.",True
Autonomous cars can reduce the traffic because multiple people can share one car,False
"Autonomous cars will reduce pollution, reduce congestion and provide better value for money and transportation.",True
"Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.",False
Autonomous cars will drastically reduce number of accidents.,True
autonomous cars will increase national security by allowing the state to better monitor the roads,False
Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.,True
I waste a lot of time on my commute every day. I wish I had an autonomous car to give me back several hours a week that I could use for other things.,False
"Cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space.",True
"Self driving cars will reduce the amount of cars on the roads; For example, families owning 2 car today will be able to manage with 1 car only.",False
Autonomous vehicles will respect speed limits and guarantee safety in any single moment.,True
are you crazy? self driving cars will increase road safety if we get it right.,False
"Fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.",True
"Autonomous cars will be more efficient, thus reducing the pollution from cars",False
"Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).",True
"A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers",False
Autonomous cars will make roads safer because the cars will drive slower to precisely follow all traffic rules.,True
Autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.,False
"As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.",True
"There is no reason to stop the development of autonomous cars; this can only benefit the human race by enabling more transportation options for the elderly, kids, etc.",False
Autonomous cars are much safer than human drivers in some situations,True
Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.,False
Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.,True
Autonomous cars will never make accident because of being tired or drunk,False
"The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.",True
Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.,False
Autonomous vehicles would increase mobility and independence for aging people who can no longer drive themselves.,True
Autonomous cars can reduce the traffic because multiple people can share one car,False
"Self-driving cars can have their AI technology used as in assistive mode until it proves it can outpace the safety provided by human drivers, assisting and taking over in case of emergency situations.",True
"Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.",False
"autonomous cars allows you to work while driving, increasing your productivity.",True
The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.,False
Autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.,True
autonomous cars will increase national security by allowing the state to better monitor the roads,False
"Humans tend to break rules, intentionally or unintentionally. Autonomous cars will stick with the rules and will perform better on the road, leading to better order and efficiencies.",True
We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,False
"If autonomous vehicles can reduce accident rates in a statistically significant way, then we need to continue developing them as human error and poor decision-making accounts for countless accidents and innocent deaths.",True
Autonomous cars are not less safer than auto-pilot in airplanes.,False
Autonomous cars will drastically reduce number of accidents.,True
"Autonomous cars will help to reduce traffic jams, accidents caused by human misjudgements and will make travelling by car more relaxing overall.",False
Autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.,True
"Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.",False
Development of autonomous cars should not be stopped because the solutions developed can provide broader benefits even if the current view of autonomous cars proves too dangerous.,True
Autonomous cars will allow drivers to use their time more productively.,False
"Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.",True
Autonomous vehicles would increase mobility and independence for aging people who can no longer drive themselves.,False
"Self driving cars can reduce traffic accidents, which means there will be fewer deaths and injuries caused by these accidents.",True
"Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.",False
"Autonomous cars will help to reduce traffic jams, accidents caused by human misjudgements and will make travelling by car more relaxing overall.",True
"If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.",False
"Humans tend to break rules, intentionally or unintentionally. Autonomous cars will stick with the rules and will perform better on the road, leading to better order and efficiencies.",True
Autonomous cars will finally end our dependency on taxi drivers,False
"Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.",True
"Eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.",False
"Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.",True
